Title,year,digitizer,IA URL,Google URL,Hathi URL
London Magazine,1747,Internet Archive,https://archive.org/details/s1id11854980,Y
London Magazine,1748,Internet Archive,https://archive.org/details/s1id13404290
London Magazine,1749,Internet Archive,https://archive.org/details/s1id13404300,Y
London Magazine,1754,Internet Archive,https://archive.org/details/s1id13404310
London Magazine,1770,Internet Archive,https://archive.org/details/s1id13404320,Y
London Magazine,1772,Internet Archive,https://archive.org/details/s1id13404330
London Magazine,1777,Internet Archive,https://archive.org/details/s1id13404340,Y
London Magazine,1779,Internet Archive,https://archive.org/details/s1id13404350,Y
